id,name,brand,model,year,trim,full_option,specs,category,image_filename
car_060,نيسان باترول 2026,نيسان,باترول,2026,XE,ستاندر,سعودي · 3.5 لتر V6 · 316 حصان · دفع رباعي · 8 ركاب · جيب كبير,popular,nissan_patrol_2026_xe.jpg
car_061,فورد برونكو 2026,فورد,برونكو,2026,Wildtrak,فل كامل,أمريكي · 2.7 لتر V6 تيربو · 335 حصان · دفع رباعي · 5 ركاب · جيب متوسط,popular,ford_bronco_2026_wildtrak.jpg
car_062,تويوتا برادو 2026,تويوتا,برادو,2026,TXL,نص فل,سعودي · 2.4 لتر تيربو · 278 حصان · دفع رباعي · 7 ركاب · جيب كبير,popular,toyota_land_cruiser_prado_2026_txl.jpg
car_063,كيا تيلورايد 2026,كيا,تيلورايد,2026,SX,فل كامل,سعودي · 3.8 لتر V6 · 291 حصان · دفع رباعي · 8 ركاب · جيب كبير,popular,kia_telluride_2026_sx.jpg
car_064,شيفروليه سلفرادو 2026,شيفروليه,سلفرادو,2026,LTZ,فل كامل,أمريكي · 5.3 لتر V8 · 355 حصان · دفع رباعي · 5 ركاب · بيك أب,popular,chevrolet_silverado_2026_ltz.jpg
car_065,جيب رانجلر 2026,جيب,رانجلر,2026,Sahara,فل كامل,أمريكي · 2.0 لتر تيربو · 272 حصان · دفع رباعي · 5 ركاب · جيب متوسط,popular,jeep_wrangler_2026_sahara.jpg
car_066,هيونداي باليسيد 2026,هيونداي,باليسيد,2026,Calligraphy,فل كامل,سعودي · 3.5 لتر V6 · 295 حصان · دفع رباعي · 8 ركاب · جيب كبير,popular,hyundai_palisade_2026_calligraphy.jpg
car_067,جيب جراند شيروكي 2026,جيب,جراند شيروكي,2026,Limited,فل كامل,أمريكي · 3.6 لتر V6 · 293 حصان · دفع رباعي · 5 ركاب · جيب متوسط,popular,jeep_grand_cherokee_2026_limited.jpg
car_068,مازدا CX-90 2026,مازدا,CX-90,2026,Signature,فل كامل,سعودي · 3.3 لتر 6 سلندر تيربو · 340 حصان · دفع رباعي · 7 ركاب · جيب كبير,popular,mazda_cx_90_2026_signature.jpg
car_069,هوندا بايلوت 2026,هوندا,بايلوت,2026,Touring,فل كامل,أمريكي · 3.5 لتر V6 · 285 حصان · دفع رباعي · 8 ركاب · جيب كبير,popular,honda_pilot_2026_touring.jpg
car_070,تويوتا هايلاندر 2026,تويوتا,هايلاندر,2026,Limited,فل كامل,سعودي · 2.4 لتر تيربو · 265 حصان · دفع رباعي · 7 ركاب · جيب كبير,popular,toyota_highlander_2026_limited.jpg
car_071,فورد إكسبلورر 2026,فورد,إكسبلورر,2026,XLT,نص فل,أمريكي · 2.3 لتر تيربو · 300 حصان · دفع رباعي · 7 ركاب · جيب كبير,popular,ford_explorer_2026_xlt.jpg
car_072,تويوتا شاص 2026,تويوتا,شاص,2026,LX,ستاندر,سعودي · 4.0 لتر V6 · 228 حصان · دفع رباعي · 2 ركاب · بيك أب,popular,toyota_land_cruiser_pickup_2026_lx.jpg
car_073,تويوتا كراون 2026,تويوتا,كراون,2026,Limited,فل كامل,سعودي · 2.4 لتر هايبرد · 340 حصان · دفع رباعي · 5 ركاب · سيدان كبير,popular,toyota_crown_2026_limited.jpg
car_074,كيا كرنفال 2026,كيا,كرنفال,2026,EX,نص فل,سعودي · 3.5 لتر V6 · 294 حصان · دفع أمامي · 8 ركاب · فان عائلي,popular,kia_carnival_2026_ex.jpg
car_075,هيونداي سانتافي 2026,هيونداي,سانتافي,2026,Calligraphy,فل كامل,سعودي · 2.5 لتر تيربو · 281 حصان · دفع رباعي · 7 ركاب · جيب متوسط,popular,hyundai_santa_fe_2026_calligraphy.jpg
car_076,تويوتا هايلكس أدفنتشر 2026,تويوتا,هايلكس أدفنتشر,2026,Adventure,فل كامل,سعودي · 4.0 لتر V6 · 235 حصان · دفع رباعي · 5 ركاب · بيك أب,popular,toyota_hilux_adventure_2026_adventure.jpg
car_077,كيا سورينتو 2026,كيا,سورينتو,2026,GT-Line,فل كامل,سعودي · 2.5 لتر 4 سلندر · 194 حصان · دفع رباعي · 7 ركاب · جيب متوسط,popular,kia_sorento_2026_gt_line.jpg
car_078,هيونداي أزيرا 2026,هيونداي,أزيرا,2026,Signature,فل كامل,سعودي · 3.5 لتر V6 · 294 حصان · دفع أمامي · 5 ركاب · سيدان كبير,popular,hyundai_azera_2026_signature.jpg
car_079,تويوتا كامري 2026,تويوتا,كامري,2026,Grande,فل كامل,سعودي · 2.5 لتر هايبرد · 232 حصان · دفع رباعي · 5 ركاب · سيدان فوق الوسط,popular,toyota_camry_2026_grande.jpg
car_080,تويوتا فورتشنر 2026,تويوتا,فورتشنر,2026,2.7 VXR,نص فل,سعودي · 2.7 لتر 4 سلندر · 166 حصان · دفع رباعي · 7 ركاب · جيب متوسط,popular,toyota_fortuner_2026_2_7_vxr.jpg
car_081,هيونداي ستاريا 2026,هيونداي,ستاريا,2026,Premium,نص فل,سعودي · 3.5 لتر V6 · 272 حصان · دفع أمامي · 9 ركاب · فان عائلي,popular,hyundai_staria_2026_premium.jpg
car_082,ميتسوبيشي باچيرو سبورت 2026,ميتسوبيشي,باچيرو سبورت,2026,GLS,فل كامل,سعودي · 3.0 لتر V6 · 220 حصان · دفع رباعي · 7 ركاب · جيب متوسط,popular,mitsubishi_pajero_sport_2026_gls.jpg
car_083,تويوتا هايس 2026,تويوتا,هايس,2026,GL,ستاندر,سعودي · 3.5 لتر V6 · 280 حصان · دفع خلفي · 13 ركاب · فان,popular,toyota_hiace_2026_gl.jpg
car_084,تويوتا إنوفا 2026,تويوتا,إنوفا,2026,GL,نص فل,سعودي · 2.7 لتر 4 سلندر · 166 حصان · دفع أمامي · 8 ركاب · فان عائلي,popular,toyota_innova_2026_gl.jpg
car_085,هوندا أكورد 2026,هوندا,أكورد,2026,EX,فل كامل,سعودي · 1.5 لتر تيربو · 192 حصان · دفع أمامي · 5 ركاب · سيدان فوق الوسط,popular,honda_accord_2026_ex.jpg
car_086,هوندا CR-V 2026,هوندا,CR-V,2026,EX,نص فل,سعودي · 1.5 لتر تيربو · 190 حصان · دفع أمامي · 5 ركاب · جيب متوسط,popular,honda_cr_v_2026_ex.jpg
car_087,هونشي HS5 2026,هونشي,HS5,2026,Deluxe,فل كامل,سعودي · 2.0 لتر تيربو · 224 حصان · دفع رباعي · 5 ركاب · جيب متوسط,popular,hongqi_hs5_2026_deluxe.jpg
car_088,مازدا CX-5 2026,مازدا,CX-5,2026,Signature,فل كامل,سعودي · 2.5 لتر 4 سلندر · 192 حصان · دفع رباعي · 5 ركاب · جيب متوسط,popular,mazda_cx_5_2026_signature.jpg
car_089,جيتور T2 2026,جيتور,T2,2026,Flagship,فل كامل,سعودي · 2.0 لتر تيربو · 254 حصان · دفع رباعي · 5 ركاب · جيب متوسط,popular,jetour_t2_2026_flagship.jpg
car_090,نيسان اكس تريل 2026,نيسان,اكس تريل,2026,SV,نص فل,سعودي · 2.5 لتر 4 سلندر · 181 حصان · دفع رباعي · 7 ركاب · جيب متوسط,popular,nissan_x_trail_2026_sv.jpg
